Model,CV_R2_Mean,CV_R2_Std,CV_MAE_Mean,CV_RMSE_Mean,Test_R2,Test_MAE,Test_RMSE
Support Vector Regression (RBF Kernel),0.012155582139304589,0.1377664833427825,53.42549882831018,130.6976144354142,-0.08458421330347132,61.92054792712613,153.13434427925728
